Training start,Training end,Test start,Test end,#Predicted Anomalies train,#ESA Anomalies train,#Predicted Anomalies test,#ESA Anomalies test,Precision,Recall,F0.5,tp,fp,fn,tnt,nt,tnrt
2001-10-01,2002-06-01,2002-06-01,2002-07-01,4063,3027,166,206,1.0,0.9090909090909091,0.980392156862745,10,0,1,2534165.907,2534165.907,1.0
2001-11-01,2002-07-01,2002-07-01,2002-08-01,1861,2826,39,104,0.7499187529929507,1.0,0.7894016634710043,6,2,0,2658271.47,2658559.47,0.9998916706572676
2001-12-01,2002-08-01,2002-08-01,2002-09-01,2378,2581,1443,275,0.9333060575357954,0.9333333333333333,0.9333115125677648,14,1,1,2463650.6429999997,2463722.6429999997,0.9999707759312094
2002-01-01,2002-09-01,2002-09-01,2002-10-01,1356,2454,84,227,0.44328585425216827,0.8571428571428571,0.4906680126489914,12,15,2,2471142.132,2477600.811,0.9973931720673787
2002-02-01,2002-10-01,2002-10-01,2002-11-01,1648,2102,238,287,0.8418910663619504,1.0,0.8693824941775505,16,3,0,2617683.648,2618349.648,0.9997456413048162
2002-03-01,2002-11-01,2002-11-01,2002-12-01,8668,1933,510,226,0.2915207616812404,1.0,0.3396473859385859,14,25,0,2069553.3569999998,2548417.428,0.8120935503977412
2002-04-01,2002-12-01,2002-12-01,2003-01-01,3133,1986,2081,595,0.894667848460255,1.0,0.9139208993943236,34,4,0,2334131.103000001,2334311.103000001,0.9999228894555792
2002-05-01,2003-01-01,2003-01-01,2003-02-01,3282,2345,603,376,0.777718246597246,1.0,0.8139013295218352,21,6,0,2351528.781,2351708.781,0.9999234599107448
2002-06-01,2003-02-01,2003-02-01,2003-03-01,2530,2276,139,217,0.9999876159611734,0.8666666666666667,0.9701399291229033,13,0,2,2368664.79,2368694.124,0.9999876159611734
2002-07-01,2003-03-01,2003-03-01,2003-04-01,2551,2287,154,209,1.0,0.9285714285714286,0.9848484848484849,13,0,1,2634740.94,2634740.94,1.0
2002-08-01,2003-04-01,2003-04-01,2003-05-01,1979,2392,129,180,1.0,0.9166666666666666,0.9821428571428572,11,0,1,2559449.199,2559449.199,1.0
2002-09-01,2003-05-01,2003-05-01,2003-06-01,1723,2297,172,303,1.0,0.7647058823529411,0.9420289855072463,13,0,4,2628600.669,2628600.669,1.0
2002-10-01,2003-06-01,2003-06-01,2003-07-01,1720,2373,49,192,1.0,0.8333333333333334,0.9615384615384615,10,0,2,2557541.193,2557541.193,1.0
