Training start,Training end,Test start,Test end,#Predicted Anomalies train,#ESA Anomalies train,#Predicted Anomalies test,#ESA Anomalies test,Precision,Recall,F0.5,tp,fp,fn,tnt,nt,tnrt
2002-03-01,2002-09-01,2002-09-01,2002-10-01,11637,1419,1926,227,0.013968965985810853,1.0,0.017400440940355085,14,981,0,2459748.132,2477600.811,0.9927943682772713
2002-04-01,2002-10-01,2002-10-01,2002-11-01,3526,1473,533,287,0.08195031416451752,1.0,0.10038132247733017,16,179,0,2615127.648,2618349.648,0.9987694538800572
2002-05-01,2002-11-01,2002-11-01,2002-12-01,9067,1524,2186,226,0.011347998354624677,1.0,0.014144868955871442,14,1117,0,2336277.357,2548417.428,0.9167561527914649
2002-06-01,2002-12-01,2002-12-01,2003-01-01,13851,1325,3578,595,0.037935890883549754,0.9705882352941176,0.04696099058551592,33,831,1,2318509.212000001,2334311.103000001,0.9932305976783935
2002-07-01,2003-01-01,2003-01-01,2003-02-01,2565,1714,436,376,0.15541982446394298,1.0,0.18700857076937158,21,114,0,2349656.781,2351708.781,0.9991274429824906
2002-08-01,2003-02-01,2003-02-01,2003-03-01,6153,1966,885,217,0.023453546711550293,0.8666666666666667,0.02911992411048726,13,539,2,2358920.124,2368694.124,0.9958736757519816
2002-09-01,2003-03-01,2003-03-01,2003-04-01,8689,1908,1433,209,0.02429659837411734,1.0,0.03018738527365698,14,560,0,2624624.94,2634740.94,0.9961605333388109
2002-10-01,2003-04-01,2003-04-01,2003-05-01,12272,1890,1872,180,0.01546052283352369,1.0,0.019251244963820385,12,760,0,2545697.199,2559449.199,0.9946269689566908
2002-11-01,2003-05-01,2003-05-01,2003-06-01,14017,1783,2309,303,0.017951193307526807,1.0,0.022338739874972962,17,924,0,2611912.5960000004,2628600.669,0.9936513471989837
2002-12-01,2003-06-01,2003-06-01,2003-07-01,19531,1860,3117,192,0.005899865202007636,1.0,0.007363969895076398,12,1993,0,2521145.193,2557541.193,0.9857691441687758
