Training start,Training end,Test start,Test end,#Predicted Anomalies train,#ESA Anomalies train,#Predicted Anomalies test,#ESA Anomalies test,Precision,Recall,F0.5,tp,fp,fn,tnt,nt,tnrt
2002-05-01,2002-09-01,2002-09-01,2002-10-01,1587,1010,247,227,0.8746706111326018,1.0,0.8971586809732947,14,2,0,2476668.132,2477600.811,0.9996235555801164
2002-06-01,2002-10-01,2002-10-01,2002-11-01,1546,812,346,287,0.22213667215056884,1.0,0.2630619155649245,16,56,0,2617341.648,2618349.648,0.9996150246775598
2002-07-01,2002-11-01,2002-11-01,2002-12-01,1891,893,281,226,0.3363761012104882,1.0,0.3878539284410659,14,18,0,1959375.3569999998,2548417.428,0.7688596599096873
2002-08-01,2002-12-01,2002-12-01,2003-01-01,711,1015,633,595,0.9411619556622266,0.9411764705882353,0.9411648586116121,32,2,2,2334275.103000001,2334311.103000001,0.9999845778911158
2002-09-01,2003-01-01,2003-01-01,2003-02-01,1358,1335,641,376,0.9545381484460257,1.0,0.9632967996678091,21,1,0,2351690.781,2351708.781,0.9999923459910744
2002-10-01,2003-02-01,2003-02-01,2003-03-01,625,1464,60,217,1.0,0.7333333333333333,0.9322033898305084,11,0,4,2368694.124,2368694.124,1.0
2002-11-01,2003-03-01,2003-03-01,2003-04-01,869,1394,102,209,1.0,0.9285714285714286,0.9848484848484849,13,0,1,2634740.94,2634740.94,1.0
2002-12-01,2003-04-01,2003-04-01,2003-05-01,542,1377,64,180,1.0,0.6666666666666666,0.9090909090909091,8,0,4,2559449.199,2559449.199,1.0
2003-01-01,2003-05-01,2003-05-01,2003-06-01,332,982,56,303,1.0,0.5294117647058824,0.8490566037735848,9,0,8,2628600.669,2628600.669,1.0
2003-02-01,2003-06-01,2003-06-01,2003-07-01,692,909,969,192,0.02866305534651752,1.0,0.03557390498130418,12,270,0,1722713.202,2557541.193,0.6735818006431618
