Training start,Training end,Test start,Test end,#Predicted Anomalies train,#ESA Anomalies train,#Predicted Anomalies test,#ESA Anomalies test,Precision,Recall,F0.5,tp,fp,fn,tnt,nt,tnrt
2001-06-01,2001-12-01,2001-12-01,2002-01-01,5834,1494,1167,402,0.056164096900773515,1.0,0.06923301863414165,21,352,0,2613702.4170000004,2620039.4010000005,0.9975813401899295
2001-07-01,2002-01-01,2002-01-01,2002-02-01,3902,1667,1247,579,0.1576987090924048,1.0,0.18964662921285758,30,160,0,2534084.7630000003,2537234.7630000003,0.9987584909185638
2001-08-01,2002-02-01,2002-02-01,2002-03-01,4245,2060,876,456,0.24474690491627657,0.96,0.2876029215382212,24,74,1,2158183.83,2159515.83,0.999383195074796
2001-09-01,2002-03-01,2002-03-01,2002-04-01,4571,2377,376,174,0.22442782483138207,1.0,0.26563103234026736,11,38,0,2477100.849,2477784.849,0.9997239469761565
2001-10-01,2002-04-01,2002-04-01,2002-05-01,4519,2367,494,236,0.056189329228597415,0.8666666666666667,0.06911639124835835,13,218,2,2524857.951,2528799.951,0.9984411578312309
2001-11-01,2002-05-01,2002-05-01,2002-06-01,3712,2195,433,425,0.39275542401759544,0.9166666666666666,0.4434446545675373,22,34,2,2363046.2219999996,2363658.2219999996,0.9997410793175157
2001-12-01,2002-06-01,2002-06-01,2002-07-01,3062,2271,255,206,0.14963269842796895,1.0,0.18029631693023726,11,59,0,2413053.255,2534165.907,0.952208080905257
2002-01-01,2002-07-01,2002-07-01,2002-08-01,3127,2075,163,104,0.23996912613732124,1.0,0.2829845206395841,6,19,0,2658217.47,2658559.47,0.9998713589055053
2002-02-01,2002-08-01,2002-08-01,2002-09-01,2827,1600,582,275,0.19471695329878164,1.0,0.23209784529758748,15,62,0,2462606.6429999997,2463722.6429999997,0.9995470269337456
2002-03-01,2002-09-01,2002-09-01,2002-10-01,2810,1419,333,227,0.16083207377259495,1.0,0.19326912372453633,14,73,0,2476254.132,2477600.811,0.999456458443983
2002-04-01,2002-10-01,2002-10-01,2002-11-01,2961,1473,438,287,0.13323800611063386,1.0,0.16117872466290717,16,104,0,2616477.648,2618349.648,0.9992850458297539
2002-05-01,2002-11-01,2002-11-01,2002-12-01,2997,1524,1203,226,0.02703308842698748,1.0,0.033564522358502595,14,461,0,2337393.357,2548417.428,0.9171940716299324
2002-06-01,2002-12-01,2002-12-01,2003-01-01,3241,1325,1942,595,0.15251271577902728,0.9705882352941176,0.18343491488087488,33,183,1,2330261.187000001,2334311.103000001,0.9982650487354513
2002-07-01,2003-01-01,2003-01-01,2003-02-01,8108,1714,1510,376,0.031565447808313926,1.0,0.039147879672242335,21,641,0,2340098.781,2351708.781,0.995063164243039
2002-08-01,2003-02-01,2003-02-01,2003-03-01,2199,1966,201,217,0.37831224546275144,0.9333333333333333,0.4293797000882981,14,23,1,2368280.124,2368694.124,0.9998252201515573
2002-09-01,2003-03-01,2003-03-01,2003-04-01,2272,1908,275,209,0.24521598997301355,0.9285714285714286,0.2875368911609383,13,40,1,2634020.94,2634740.94,0.9997267283515168
2002-10-01,2003-04-01,2003-04-01,2003-05-01,2110,1890,192,180,0.32426730192044034,1.0,0.37493901195288126,12,25,0,2558999.199,2559449.199,0.9998241809213577
2002-11-01,2003-05-01,2003-05-01,2003-06-01,2264,1783,400,303,0.22068851032584014,1.0,0.26143662317881267,17,60,0,2627520.669,2628600.669,0.999589135005276
2002-12-01,2003-06-01,2003-06-01,2003-07-01,3771,1860,433,192,0.04930243060416865,1.0,0.0608776838098662,12,231,0,2553383.193,2557541.193,0.9983742197344151
