Training start,Training end,Test start,Test end,#Predicted Anomalies train,#ESA Anomalies train,#Predicted Anomalies test,#ESA Anomalies test,Precision,Recall,F0.5,tp,fp,fn,tnt,nt,tnrt
2000-11-01,2001-05-01,2001-05-01,2001-06-01,7028,1119,920,138,0.02210353666761999,1.0,0.02747758289426475,7,309,0,2651783.1750000003,2657585.22,0.9978167981382738
2000-12-01,2001-06-01,2001-06-01,2001-07-01,5085,1108,1851,248,0.06443259108459191,1.0,0.0792639435402693,12,174,0,2499003.159,2502243.159,0.9987051618111747
2001-01-01,2001-07-01,2001-07-01,2001-08-01,4596,1101,1145,186,0.01722772504971699,1.0,0.02144230577506504,10,567,0,2617744.119,2633440.119,0.9940397353686704
2001-02-01,2001-08-01,2001-08-01,2001-09-01,17963,1091,2897,139,0.007603069145250271,1.0,0.009485806121602594,7,908,0,2641193.961,2657591.961,0.993829752557714
2001-03-01,2001-09-01,2001-09-01,2001-10-01,4943,1086,765,184,0.033715541313747474,1.0,0.041792165273467206,10,286,0,2561181.711,2566365.711,0.9979800228869252
2001-04-01,2001-10-01,2001-10-01,2001-11-01,10089,1075,1710,407,0.08426203465295426,1.0,0.1031545404506767,20,217,0,2608996.398,2612902.398,0.998505110637508
2001-05-01,2001-11-01,2001-11-01,2001-12-01,4591,1283,1198,349,0.08233136869169333,1.0,0.10083866454731101,17,189,0,2508371.7300000004,2514248.8680000002,0.9976624676758132
2001-06-01,2001-12-01,2001-12-01,2002-01-01,5985,1494,1223,402,0.06388935457216682,1.0,0.07860616886663846,21,307,0,2614513.4010000005,2620039.4010000005,0.9978908714128913
2001-07-01,2002-01-01,2002-01-01,2002-02-01,11134,1667,2742,579,0.0722288323572942,1.0,0.08868464338665744,30,384,0,2529008.7600000002,2537234.7630000003,0.99675788653066
2001-08-01,2002-02-01,2002-02-01,2002-03-01,8575,2060,1795,456,0.08811317076683504,1.0,0.10776752879165899,25,258,0,2153989.83,2159515.83,0.9974410930805726
2001-09-01,2002-03-01,2002-03-01,2002-04-01,9903,2377,1300,174,0.02797662580197063,1.0,0.03472788995690917,11,381,0,2470314.849,2477784.849,0.9969852103974989
2001-10-01,2002-04-01,2002-04-01,2002-05-01,9049,2367,925,236,0.03648484579399518,0.8,0.0450919408337838,12,316,3,2521851.951,2528799.951,0.9972524517025348
2001-11-01,2002-05-01,2002-05-01,2002-06-01,14656,2195,2529,425,0.031643877559649335,1.0,0.039244385814656016,24,725,0,2334237.0089999996,2363658.2219999996,0.9875526788407228
2001-12-01,2002-06-01,2002-06-01,2002-07-01,6483,2271,2430,206,0.005258826135135121,1.0,0.006564901749694929,11,1989,0,2423043.255,2534165.907,0.9561502063882039
2002-01-01,2002-07-01,2002-07-01,2002-08-01,8230,2075,841,104,0.012863039114792833,1.0,0.016027259078384,6,459,0,2650279.47,2658559.47,0.9968855313964445
2002-02-01,2002-08-01,2002-08-01,2002-09-01,12164,1600,2068,275,0.03367789589939891,1.0,0.04174589142781524,15,429,0,2456000.6429999997,2463722.6429999997,0.9968657186222077
2002-03-01,2002-09-01,2002-09-01,2002-10-01,8437,1419,626,227,0.09712064123957054,1.0,0.11852304306346592,14,130,0,2475012.132,2477600.811,0.9989551670355826
2002-04-01,2002-10-01,2002-10-01,2002-11-01,16602,1473,2251,287,0.024775590111914096,1.0,0.030778846617911908,16,627,0,2607009.648,2618349.648,0.9956690276225477
2002-05-01,2002-11-01,2002-11-01,2002-12-01,8310,1524,1977,226,0.014915983370449424,1.0,0.01857571046596064,14,769,0,2125965.357,2548417.428,0.8342296413615642
2002-06-01,2002-12-01,2002-12-01,2003-01-01,7765,1325,4550,595,0.13179687639040147,1.0,0.1594909918533328,34,223,0,2325509.187000001,2334311.103000001,0.9962293303627404
2002-07-01,2003-01-01,2003-01-01,2003-02-01,3943,1714,932,376,0.12410247411174931,1.0,0.1504599787357109,21,148,0,2348720.781,2351708.781,0.9987294345183635
2002-08-01,2003-02-01,2003-02-01,2003-03-01,4590,1966,391,217,0.0902566399030597,1.0,0.11033126750843537,15,151,0,2365946.79,2368694.124,0.9988401482605274
2002-09-01,2003-03-01,2003-03-01,2003-04-01,4358,1908,398,209,0.11296393244840891,0.9285714285714286,0.1370371543703384,13,102,1,2632886.94,2634740.94,0.9992963255051558
2002-10-01,2003-04-01,2003-04-01,2003-05-01,3898,1890,381,180,0.07135020635351942,1.0,0.08762474699692292,12,156,0,2556641.199,2559449.199,0.9989028889492719
2002-11-01,2003-05-01,2003-05-01,2003-06-01,5110,1783,806,303,0.0626215181397775,1.0,0.0770703323705762,17,254,0,2624028.669,2628600.669,0.9982606715223353
2002-12-01,2003-06-01,2003-06-01,2003-07-01,4349,1860,516,192,0.05421686149689483,1.0,0.06686477727893042,12,209,0,2553689.193,2557541.193,0.9984938659011464
